distribution,method,N,K,bin_id,bin_left,bin_right,bin_width,bin_center,count,frequency,density,mean,median,std,min,max,p90,p99
exponential,cut,1000000,25,1,-0.014101609642,0.564105456905,0.578207066547,0.275001923631,430984,0.430984,0.745380028947,0.255785668752,0.243053605721,0.161583629388,1.00173717024e-06,0.564104699515,0.491276938949,0.556604823908
exponential,cut,1000000,25,2,0.564105456905,1.12820991207,0.564104455168,0.846157684489,245573,0.245573,0.435332495162,0.819137305797,0.805927364754,0.161380778478,0.564105935065,1.12820984253,1.0547816217,1.12056253998
exponential,cut,1000000,25,3,1.12820991207,1.69231436724,0.564104455168,1.41026213966,139957,0.139957,0.248104759177,1.38426164052,1.37196289368,0.161884603368,1.12821073365,1.69230227977,1.61925755465,1.68489205914
exponential,cut,1000000,25,4,1.69231436724,2.25641882241,0.564104455168,1.97436659482,78918,0.078918,0.139899621918,1.9479335032,1.93470728985,0.161984993017,1.69231655913,2.25641769657,2.18412159235,2.24938224138
exponential,cut,1000000,25,5,2.25641882241,2.82052327758,0.564104455168,2.53847104999,45021,0.045021,0.079809686996,2.51258803895,2.4984902534,0.161383764203,2.25642426719,2.82051639803,2.74774125056,2.81244596487
exponential,cut,1000000,25,6,2.82052327758,3.38462773274,0.564104455168,3.10257550516,25592,0.025592,0.0453674842763,3.07521571424,3.06243424226,0.161346491156,2.82054906847,3.38462742869,3.31000486393,3.37639502839
exponential,cut,1000000,25,7,3.38462773274,3.94873218791,0.564104455168,3.66667996033,14672,0.014672,0.0260093673531,3.63897288104,3.62668464471,0.159722953259,3.3846823134,3.94864858939,3.87354668745,3.94021709096
exponential,cut,1000000,25,8,3.94873218791,4.51283664308,0.564104455168,4.2307844155,8410,0.00841,0.0149085863849,4.2026237365,4.18902345594,0.160592089722,3.94880741527,4.51282825868,4.43844322126,4.50468795622
exponential,cut,1000000,25,9,4.51283664308,5.07694109825,0.564104455168,4.79488887066,4570,0.00457,0.00810133647791,4.77195001045,4.76477307807,0.162744856744,4.51326231259,5.07693391398,5.00572108542,5.07035152251
exponential,cut,1000000,25,10,5.07694109825,5.64104555341,0.564104455168,5.35899332583,2684,0.002684,0.00475798404961,5.33155549355,5.31554573375,0.164122867034,5.07698840449,5.64070188287,5.57169532365,5.63199228277
exponential,cut,1000000,25,11,5.64104555341,6.20515000858,0.564104455168,5.923097781,1564,0.001564,0.00277253616005,5.89928360188,5.8826251431,0.163681358623,5.64127670731,6.20505946588,6.13911396714,6.19940703108
exponential,cut,1000000,25,12,6.20515000858,6.76925446375,0.564104455168,6.48720223617,887,0.000887,0.00157240381967,6.4685000135,6.46263024088,0.163743253664,6.20523466748,6.76657147715,6.69885239857,6.76275075305
exponential,cut,1000000,25,13,6.76925446375,7.33335891892,0.564104455168,7.05130669133,509,0.000509,0.000902315156948,7.02818492098,7.01891927569,0.166323491929,6.76934791162,7.3332399609,7.26485757183,7.32995094021
exponential,cut,1000000,25,14,7.33335891892,7.89746337409,0.564104455168,7.6154111465,269,0.000269,0.000476862037759,7.5790457611,7.55249594697,0.166563810936,7.33346219392,7.89652687466,7.82657432946,7.89555662157
exponential,cut,1000000,25,15,7.89746337409,8.46156782925,0.564104455168,8.17951560167,158,0.000158,0.000280089970133,8.15055456906,8.14144834033,0.159277264576,7.89880607103,8.45886132537,8.40048541757,8.44610881393
exponential,cut,1000000,25,16,8.46156782925,9.02567228442,0.564104455168,8.74362005684,108,0.000108,0.000191453903635,8.74234567894,8.76820392287,0.160318438222,8.46333932015,9.01376256979,8.94606112758,9.01160471005
exponential,cut,1000000,25,17,9.02567228442,9.58977673959,0.564104455168,9.307724512,61,6.1e-05,0.000108136001127,9.28840158868,9.23828282943,0.165969608197,9.03499835341,9.58966225623,9.53009910948,9.5875267366
exponential,cut,1000000,25,18,9.58977673959,10.1538811948,0.564104455168,9.87182896717,29,2.9e-05,5.14089185688e-05,9.85596660428,9.8772370244,0.16315038712,9.59363723989,10.146088687,10.0669087707,10.1294620197
exponential,cut,1000000,25,19,10.1538811948,10.7179856499,0.564104455168,10.4359334223,16,1.6e-05,2.83635412793e-05,10.3349773184,10.2594724238,0.161177565391,10.1560251045,10.7133862643,10.5737074775,10.6927937027
exponential,cut,1000000,25,20,10.7179856499,11.2820901051,0.564104455168,11.0000378775,11,1.1e-05,1.94999346295e-05,10.9377986821,10.9171005994,0.14025624367,10.769840312,11.2187975408,11.1287206958,11.2097898563
exponential,cut,1000000,25,21,11.2820901051,11.8461945603,0.564104455168,11.5641423327,3,3e-06,5.31816398987e-06,11.4750373639,11.476297062,0.141260952446,11.333150775,11.6156642547,11.5877908161,11.6128769108
exponential,cut,1000000,25,22,11.8461945603,12.4102990154,0.564104455168,12.1282467878,1,1e-06,1.77272132996e-06,12.1394168942,12.1394168942,,12.1394168942,12.1394168942,12.1394168942,12.1394168942
exponential,cut,1000000,25,23,12.4102990154,12.9744034706,0.564104455168,12.692351243,2,2e-06,3.54544265992e-06,12.4898048975,12.4898048975,0.0790394021841,12.4339156003,12.5456941948,12.5345163354,12.5445764089
exponential,cut,1000000,25,24,12.9744034706,13.5385079258,0.564104455168,13.2564556982,,0,0,,,,,,,
exponential,cut,1000000,25,25,13.5385079258,14.1026123809,0.564104455168,13.8205601533,1,1e-06,1.77272132996e-06,14.1026123809,14.1026123809,,14.1026123809,14.1026123809,14.1026123809,14.1026123809
exponential,qcut,1000000,25,1,1.00173717024e-06,0.0408636616859,0.0408626599488,0.0204323317116,40000,0.04,0.978888796034,0.0203009104264,0.020226201733,0.0117863561332,1.00173717024e-06,0.0408634696172,0.0366846654344,0.04045483156
exponential,qcut,1000000,25,2,0.0408636616859,0.0834064872356,0.0425428255497,0.0621350744608,40000,0.04,0.940229039402,0.0619759444246,0.0619462527389,0.0122852905632,0.0408636696888,0.0834062291115,0.0790461287328,0.0829795509716
exponential,qcut,1000000,25,3,0.0834064872356,0.127958224774,0.0445517375386,0.105682356005,40000,0.04,0.89783254728,0.105478707307,0.105401114538,0.0128891699148,0.0834065096812,0.12795766753,0.123485729636,0.127509411136
exponential,qcut,1000000,25,4,0.127958224774,0.174692848651,0.046734623877,0.151325536713,40000,0.04,0.855896478492,0.151136290706,0.151014643063,0.0134893270399,0.127958300762,0.174692008973,0.169932570758,0.174214553619
exponential,qcut,1000000,25,5,0.174692848651,0.223655226537,0.0489623778858,0.199174037594,40000,0.04,0.8169537863,0.199023619716,0.198957436194,0.0141291021706,0.17469300859,0.223652912731,0.218698157471,0.223189846353
exponential,qcut,1000000,25,6,0.223655226537,0.274823521338,0.051168294801,0.249239373937,40000,0.04,0.781734082708,0.248993682293,0.248811603462,0.0148273125934,0.223655804989,0.274823231265,0.26965086206,0.27428750194
exponential,qcut,1000000,25,7,0.274823521338,0.328283486969,0.0534599656312,0.301553504154,40000,0.04,0.74822345147,0.301208641623,0.301080608135,0.0153723970229,0.27482361294,0.328282639729,0.322686141528,0.327728735973
exponential,qcut,1000000,25,8,0.328283486969,0.385888569901,0.0576050829322,0.357086028435,40000,0.04,0.694383168358,0.356811270948,0.356664278524,0.0166288749138,0.328283816451,0.385887219866,0.379900624718,0.385270780978
exponential,qcut,1000000,25,9,0.385888569901,0.447012727995,0.0611241580936,0.416450648948,40000,0.04,0.654405741487,0.416087455862,0.415764607938,0.0176199577263,0.385889205212,0.447012271165,0.440700638243,0.446388680027
exponential,qcut,1000000,25,10,0.447012727995,0.511111335412,0.0640986074174,0.479062031704,40000,0.04,0.624038518333,0.478743845265,0.478613425104,0.018512790348,0.447012984961,0.511110173423,0.504559472659,0.510453729578
exponential,qcut,1000000,25,11,0.511111335412,0.580112841991,0.069001506579,0.545612088702,40000,0.04,0.579697487535,0.545185785602,0.545126098598,0.0199589091221,0.511112110072,0.58011258987,0.573089754441,0.579387043031
exponential,qcut,1000000,25,12,0.580112841991,0.653598931856,0.0734860898652,0.616855886924,40000,0.04,0.544320701692,0.616507258462,0.616302253835,0.02118610881,0.580113040087,0.653598705106,0.64614116857,0.652824966794
exponential,qcut,1000000,25,13,0.653598931856,0.733155814613,0.0795568827565,0.693377373235,40000,0.04,0.502784908283,0.692932654281,0.692765506418,0.0229256695624,0.653599141165,0.733152484607,0.724858956098,0.73226413141
exponential,qcut,1000000,25,14,0.733155814613,0.820180081373,0.0870242667604,0.776667947993,40000,0.04,0.459641907816,0.775908164723,0.775506923213,0.0251141185748,0.733159422119,0.820179877073,0.810982289215,0.819336149417
exponential,qcut,1000000,25,15,0.820180081373,0.914937044403,0.09475696303,0.867558562888,40000,0.04,0.422132566525,0.867022242268,0.86678300556,0.0272601293714,0.820180341391,0.914936465327,0.905056808485,0.913947013943
exponential,qcut,1000000,25,16,0.914937044403,1.02029487007,0.105357825664,0.967615957235,40000,0.04,0.379658556429,0.966665618194,0.966333311417,0.0303803298089,0.914937913017,1.02029383197,1.00941384019,1.01912425635
exponential,qcut,1000000,25,17,1.02029487007,1.13874725771,0.118452387645,1.07952106389,40000,0.04,0.337688423131,1.07851724584,1.07817334274,0.034280449439,1.02029671557,1.13874677308,1.12644125596,1.13748191061
exponential,qcut,1000000,25,18,1.13874725771,1.27169495456,0.13294769685,1.20522110614,40000,0.04,0.300870198941,1.20343645661,1.20226905972,0.0385408015068,1.13874828755,1.27169473091,1.25757167833,1.27033192789
exponential,qcut,1000000,25,19,1.27169495456,1.42668542161,0.154990467051,1.34919018809,40000,0.04,0.25808038882,1.34743036371,1.34662632101,0.0445845912618,1.27169552967,1.42668311,1.4099725514,1.42502524366
exponential,qcut,1000000,25,20,1.42668542161,1.60644095412,0.179755532502,1.51656318786,40000,0.04,0.222524444412,1.51424911415,1.51297855252,0.0518215060489,1.42669274172,1.60644067957,1.58710588811,1.60444219817
exponential,qcut,1000000,25,21,1.60644095412,1.82975561133,0.223314657216,1.71809828272,40000,0.04,0.17911945637,1.71357008113,1.71106939111,0.0642277784467,1.60644205231,1.82975480012,1.80503886952,1.82731004109
exponential,qcut,1000000,25,22,1.82975561133,2.11823887635,0.288483265016,1.97399724384,40000,0.04,0.138656223257,1.96677733085,1.96272311215,0.0833418210013,1.8297598702,2.11823847855,2.0855510523,2.11485101269
exponential,qcut,1000000,25,23,2.11823887635,2.5238551038,0.405616227456,2.32104699008,40000,0.04,0.0986153839328,2.30852562836,2.30209972634,0.11656347736,2.11824179352,2.5238539094,2.4756732259,2.51871237924
exponential,qcut,1000000,25,24,2.5238551038,3.21932269442,0.695467590619,2.87158889911,40000,0.04,0.0575152610122,2.83201503946,2.81242386186,0.197697619861,2.52386883946,3.21932207261,3.12217068009,3.20937769477
exponential,qcut,1000000,25,25,3.21932269442,14.1026123809,10.8832896865,8.66096753768,40000,0.04,0.00367535930332,4.22075752103,3.90732573229,1.00400363198,3.2193376179,14.1026123809,5.54242335074,7.8698970891
exponential,log_binning,1000000,25,1,1.00173717024e-06,1.93506527761e-06,9.33328107378e-07,1.46840122392e-06,1,1e-06,1.07143457065,1.00173717024e-06,1.00173717024e-06,,1.00173717024e-06,1.00173717024e-06,1.00173717024e-06,1.00173717024e-06
exponential,log_binning,1000000,25,2,1.93506527761e-06,3.73798411388e-06,1.80291883627e-06,2.83652469575e-06,4,4e-06,2.21862455455,2.92546482347e-06,2.88793373555e-06,5.66714636382e-07,2.32923252294e-06,3.59675929985e-06,3.46750678562e-06,3.58383404843e-06
exponential,log_binning,1000000,25,3,3.73798411388e-06,7.22069968248e-06,3.4827155686e-06,5.47934189818e-06,4,4e-06,1.14852904902,5.31096308212e-06,4.92107403995e-06,1.24182459563e-06,4.29633744577e-06,7.10536680283e-06,6.50739709428e-06,7.04556983197e-06
exponential,log_binning,1000000,25,4,7.22069968248e-06,1.39482946733e-05,6.72759499082e-06,1.05844971779e-05,3,3e-06,0.445924584356,1.06419809357e-05,1.07870697992e-05,1.00820648378e-06,9.56909044875e-06,1.15697825592e-05,1.14132400072e-05,1.1554128304e-05
exponential,log_binning,1000000,25,5,1.39482946733e-05,2.69440542951e-05,1.29957596218e-05,2.04461744842e-05,14,1.4e-05,1.07727446547,2.24231122979e-05,2.37388303174e-05,3.11515544155e-06,1.68426321456e-05,2.65738813638e-05,2.52350191011e-05,2.64170278054e-05
exponential,log_binning,1000000,25,6,2.69440542951e-05,5.20480875161e-05,2.5104033221e-05,3.94960709056e-05,33,3.3e-05,1.31452980919,4.02570412546e-05,4.06562777417e-05,7.00166585061e-06,2.76407732275e-05,5.06449935968e-05,4.96817481722e-05,5.05071509694e-05
exponential,log_binning,1000000,25,7,5.20480875161e-05,0.000100541788716,4.84937011997e-05,7.6294938116e-05,58,5.8e-05,1.19603161988,7.79254736117e-05,7.83742023025e-05,1.42860280475e-05,5.277041365e-05,9.91796837383e-05,9.54165856332e-05,9.89963101818e-05
exponential,log_binning,1000000,25,8,0.000100541788716,0.000194217535372,9.36757466557e-05,0.000147379662044,110,0.00011,1.17426339183,0.000148596080141,0.000147084249492,2.6139147715e-05,0.000100892859915,0.000192343981313,0.000182072172707,0.000192183131061
exponential,log_binning,1000000,25,9,0.000194217535372,0.000375171871593,0.000180954336221,0.000284694703482,163,0.000163,0.900779740369,0.000289883257373,0.000288952298265,5.07532992333e-05,0.000194447007259,0.000373289368081,0.000359637172997,0.000371927392894
exponential,log_binning,1000000,25,10,0.000375171871593,0.000724723094468,0.000349551222875,0.00054994748303,361,0.000361,1.03275278808,0.000548734305478,0.000550111935237,9.95460433231e-05,0.000375457102943,0.000722967265196,0.00069132812745,0.000720771908678
exponential,log_binning,1000000,25,11,0.000724723094468,0.00139995453664,0.00067523144217,0.00106233881555,652,0.000652,0.965594845384,0.00106353870947,0.00107268913871,0.000194898879743,0.000724803223473,0.00139984448012,0.00133011015101,0.00139386607
exponential,log_binning,1000000,25,12,0.00139995453664,0.00270430557493,0.0013043510383,0.00205213005579,1234,0.001234,0.946064336801,0.00206491747254,0.00206328906778,0.000373345712502,0.00140094567693,0.00270174506458,0.00258299589261,0.00268910660445
exponential,log_binning,1000000,25,13,0.00270430557493,0.00522393295726,0.00251962738233,0.0039641192661,2530,0.00253,1.00411672684,0.00394899151123,0.00392382139846,0.000734603985286,0.00270854428616,0.00522110264097,0.00497666277193,0.00519353781527
exponential,log_binning,1000000,25,14,0.00522393295726,0.0100911212826,0.00486718832538,0.00765752711996,4863,0.004863,0.999139477434,0.00762059679528,0.00760125763709,0.00140202788411,0.00522485153237,0.010091038232,0.00956718083855,0.010039070479
exponential,log_binning,1000000,25,15,0.0100911212826,0.0194931155461,0.00940199426347,0.0147921184144,9224,0.009224,0.981068456491,0.0147874975532,0.0148293696068,0.00271045540738,0.0100941461891,0.0194917824707,0.0185406479306,0.0194085257549
exponential,log_binning,1000000,25,16,0.0194931155461,0.0376550378349,0.0181619222887,0.0285740766905,17718,0.017718,0.975557527354,0.0285707173332,0.028543582321,0.00523962354386,0.0194959858004,0.037653272563,0.0358125418769,0.0374499364378
exponential,log_binning,1000000,25,17,0.0376550378349,0.0727385969159,0.0350835590811,0.0551968173754,33158,0.033158,0.945115058691,0.0551160416487,0.0550985453536,0.0101230874559,0.0376558991063,0.0727383849316,0.0691257510817,0.0724186206223
exponential,log_binning,1000000,25,18,0.0727385969159,0.140509843716,0.0677712468002,0.106624220316,60784,0.060784,0.896899538815,0.106184802913,0.105974378343,0.0195740179546,0.0727388713932,0.140507117392,0.133447356136,0.139809752945
exponential,log_binning,1000000,25,19,0.140509843716,0.27142420968,0.130914365964,0.205967026698,106406,0.106406,0.812790859252,0.204588264243,0.204025678834,0.0377559983119,0.140511058344,0.271422602205,0.257568584759,0.269980164836
exponential,log_binning,1000000,25,20,0.27142420968,0.524312743163,0.252888533484,0.397868476422,170606,0.170606,0.674629243366,0.392418950465,0.389824391126,0.0731638614363,0.271424712425,0.52431243698,0.496072256713,0.521398065281
exponential,log_binning,1000000,25,21,0.524312743163,1.01281994325,0.488507200083,0.768566343205,229327,0.229327,0.46944446256,0.748596776653,0.738431081416,0.140029742661,0.524313941249,1.01281332966,0.951399465403,1.00648835455
exponential,log_binning,1000000,25,22,1.01281994325,1.95647397629,0.943654033047,1.48464695977,221858,0.221858,0.235105231611,1.41185845992,1.37859155465,0.266204780069,1.01282375673,1.9564726464,1.8102547976,1.94107119982
exponential,log_binning,1000000,25,23,1.95647397629,3.77933950199,1.82286552569,2.86790673914,118140,0.11814,0.0648100467833,2.60783855289,2.50142756517,0.48691136933,1.95647438825,3.77933854477,3.36574227077,3.72850497334
exponential,log_binning,1000000,25,24,3.77933950199,7.30058628142,3.52124677943,5.5399628917,22062,0.022062,0.00626539444178,4.67690803382,4.43810551042,0.787707361439,3.77934387679,7.30052088508,5.86281345056,7.02436951428
exponential,log_binning,1000000,25,25,7.30058628142,14.1026123809,6.80202609951,10.7015993312,687,0.000687,0.000100999318431,8.2960695191,8.04073046396,0.93129013218,7.3013090326,14.1026123809,9.53413839493,11.2348069936
exponential,cut,1000000,50,1,-0.014101609642,0.282053229321,0.296154838963,0.13397580984,245434,0.245434,0.828735403613,0.134411983035,0.131095900587,0.0813079653065,1.00173717024e-06,0.282052767957,0.249976697763,0.278753541577
exponential,cut,1000000,50,2,0.282053229321,0.564105456905,0.282052227584,0.423079343113,185550,0.18555,0.657856885547,0.416331231566,0.413045039038,0.0814827162987,0.282053788996,0.564104699515,0.531866682817,0.560817305261
exponential,cut,1000000,50,3,0.564105456905,0.846157684489,0.282052227584,0.705131570697,140162,0.140162,0.496936334099,0.698178733458,0.694908572374,0.0810532372137,0.564105935065,0.846155947488,0.813620748447,0.842887418271
exponential,cut,1000000,50,4,0.846157684489,1.12820991207,0.282052227584,0.987183798281,105411,0.105411,0.373728656224,0.979972469262,0.976340514221,0.0813356328757,0.8461587216,1.12820984253,1.096021817,1.12494233341
exponential,cut,1000000,50,5,1.12820991207,1.41026213966,0.282052227584,1.26923602586,79517,0.079517,0.281922963988,1.26222580306,1.25873916555,0.081551596118,1.12821073365,1.41026207588,1.37835964492,1.40708698722
exponential,cut,1000000,50,6,1.41026213966,1.69231436724,0.282052227584,1.55128825345,60440,0.06044,0.214286554365,1.54481630112,1.54183760689,0.081016683727,1.41026640138,1.69230227977,1.66040801956,1.68895672195
exponential,cut,1000000,50,7,1.69231436724,1.97436659482,0.282052227584,1.83334048103,45119,0.045119,0.159966827373,1.82674892511,1.8240055781,0.081495847074,1.69231655913,1.9743590276,1.9424962235,1.97100258878
exponential,cut,1000000,50,8,1.97436659482,2.25641882241,0.282052227584,2.11539270862,33799,0.033799,0.119832416462,2.10970535973,2.1063174333,0.0813976061275,1.97438401793,2.25641769657,2.22546365089,2.25329720458
exponential,cut,1000000,50,9,2.25641882241,2.53847104999,0.282052227584,2.3974449362,25685,0.025685,0.0910646947199,2.39146994092,2.38892330516,0.0808453595025,2.25642426719,2.53846329967,2.50567649555,2.53496007142
exponential,cut,1000000,50,10,2.53847104999,2.82052327758,0.282052227584,2.67949716378,19336,0.019336,0.0685546792721,2.67347541731,2.67067375682,0.0811627887165,2.53847353485,2.82051639803,2.7883617943,2.81733073223
exponential,cut,1000000,50,11,2.82052327758,3.10257550516,0.282052227584,2.96154939137,14686,0.014686,0.0520683709035,2.95519485186,2.95156481643,0.0818178488837,2.82054906847,3.10252374967,3.071158228,3.09977664586
